id,date,description,amount,category
1392,2025-09-18,POS PURCHASE 14505,480.01,Ambiguous
1393,2025-11-09,TACO BELL #6907,26.14,Food
1394,2025-10-07,MISCELLANEOUS 5937,362.77,Ambiguous
1395,2026-03-06,PHYSICAL THERAPY 1166,171.85,Healthcare
1396,2025-10-14,MENTAL HLTH SVCS 5171,484.18,Healthcare
1397,2026-01-11,PAYMENT 931706,192.82,Ambiguous
1398,2025-10-11,SHEIN ORDER 9750198,47.99,Shopping
1399,2025-07-30,ADIDAS #342108,69.52,Shopping
1400,2025-10-15,INTERNET SVC 99727,92.22,Utilities
1401,2026-04-21,PHYSICAL THERAPY 7299,411.68,Healthcare
1402,2025-08-31,BEST BUY #9611,263.6,Shopping
1403,2025-07-05,STARBUCKS STORE 5265,27.35,Food
1404,2025-06-20,TARGET #8506,267.99,Shopping
1405,2025-11-24,LABCORP 5743748,220.55,Healthcare
1406,2025-06-22,EDX COURSE 251778,662.2,Education
1407,2025-06-03,CHECKCARD 981265,383.0,Ambiguous
1408,2025-05-31,DISH NETWORK 52924,217.65,Utilities
1409,2025-06-07,EBAY PURCHASE 96561014,262.33,Shopping
1410,2026-03-03,PROPERTY MGMT 3843,516.63,Housing
1411,2025-11-13,APPLE.COM/BILL,200.14,Shopping
1412,2026-01-01,RITE AID #8499,202.38,Healthcare
1413,2025-12-08,DUOLINGO PLUS,509.04,Education
1414,2025-11-23,MCDONALDS #95529,6.97,Food
1415,2025-08-17,KOHLS #7079,238.11,Shopping
1416,2026-02-01,LYFT *RIDE 66179,80.9,Transport
1417,2025-06-27,FIVE GUYS 498,37.05,Food
1418,2025-11-23,UDEMY COURSE 3615305,329.23,Education
1419,2025-08-30,SCHOOL SUPPLIES 3373,526.8,Education
1420,2025-11-30,RITE AID #2565,326.31,Healthcare
1421,2025-08-21,NORDSTROM #1367,13.96,Shopping
1422,2026-04-18,MINT MOBILE 58825,66.06,Utilities
1423,2025-08-05,LINKEDIN LRN 311775,55.04,Education
1424,2025-05-16,HBO MAX 953962,18.11,Entertainment
1425,2025-12-05,SPOTIFY 74926176,10.35,Entertainment
1426,2026-03-26,TOTAL GAS 0847,79.55,Transport
1427,2025-08-10,STEAM GAMES 06969421,36.56,Entertainment
1428,2025-11-27,MARSHALLS #0273,133.64,Shopping
1429,2025-06-24,APPLE TV+ 9719975,34.82,Entertainment
1430,2025-06-04,NINTENDO ESHOP 669849,8.6,Entertainment
1431,2025-07-25,TRANSFER 02192378,453.78,Ambiguous
1432,2025-09-05,WALGREENS #5047,145.13,Healthcare
1433,2025-08-30,DOORDASH *ORDER 0776,70.06,Food
1434,2025-09-25,WALMART #1013,237.11,Shopping
1435,2025-07-21,UBER TRIP 5559,104.98,Transport
1436,2025-12-13,ELECTRIC BILL 08801,52.58,Utilities
1437,2026-04-11,KHAN ACADEMY,214.92,Education
1438,2026-04-24,SEWAGE SVC 3149,108.57,Utilities
1439,2025-11-07,GOOGLE FI 880061,87.57,Utilities
1440,2026-02-13,CHEVRON 3402,39.8,Transport
1441,2026-01-17,AETNA COPAY 04622,342.51,Healthcare
1442,2025-08-17,REGAL CINEMA 3372,16.52,Entertainment
1443,2026-02-15,PARKRIGHT 50769,32.11,Transport
1444,2025-08-12,FIVE GUYS 532,56.24,Food
1445,2025-10-01,PLAYSTATION STORE,12.35,Entertainment
1446,2026-04-11,GNC SUPPLEMENT 8560,415.94,Healthcare
1447,2025-07-14,BEST BUY #3765,187.77,Shopping
1448,2026-05-10,NETFLIX.COM,37.14,Entertainment
1449,2025-10-13,CAMPUS BOOKSTORE 9025,387.13,Education
1450,2026-02-03,KHAN ACADEMY,215.99,Education
1451,2025-08-21,CITY BUS PASS 383,83.5,Transport
1452,2025-10-23,SECURITY DEPOSIT 85988,1133.75,Housing
1453,2025-12-08,NIKE.COM 79240822,225.15,Shopping
1454,2026-02-07,CHECKCARD 375056,174.34,Ambiguous
1455,2025-06-08,T-MOBILE 094388,133.97,Utilities
1456,2025-07-18,DUNKIN #4363,6.59,Food
1457,2025-09-20,TICKETMASTER 32541107,48.1,Entertainment
1458,2026-02-07,PHYSICAL THERAPY 1062,407.03,Healthcare
1459,2026-02-09,AIRBNB RESERVATION 45461567,626.28,Housing
1460,2026-03-06,MORTGAGE PMT 38984,427.12,Housing
1461,2025-07-23,COX COMM 63748,184.93,Utilities
1462,2025-10-20,LOWES #2321,1469.68,Housing
1463,2026-01-31,TJ MAXX #9536,289.15,Shopping
1464,2025-08-28,GREYHOUND BUS 25381,108.73,Transport
1465,2026-04-09,MASTERCLASS SUB,619.8,Education
1466,2025-08-21,WASTE MGMT 98214,61.82,Utilities
1467,2026-01-09,HOME DEPOT #5618,579.44,Housing
1468,2026-03-14,WALGREENS #2687,285.01,Healthcare
1469,2026-04-25,TOTAL GAS 4965,60.34,Transport
1470,2025-11-26,TOTAL GAS 6615,10.29,Transport
1471,2026-05-01,HOA FEE 9691,1371.78,Housing
1472,2025-08-26,CITY MEDICAL CTR 4414,216.91,Healthcare
1473,2025-08-09,MENTAL HLTH SVCS 6464,85.78,Healthcare
1474,2025-11-23,AT&T BILL 877749,100.8,Utilities
1475,2025-12-08,NINTENDO ESHOP 482366,23.38,Entertainment
1476,2025-09-15,CENTURYLINK 938276,159.92,Utilities
1477,2025-06-27,VISION CENTER #426,360.86,Healthcare
1478,2026-01-26,UBER EATS 67242,20.95,Food
1479,2026-03-25,WALMART #8624,237.26,Shopping
1480,2026-04-29,TACO BELL #659,56.1,Food
1481,2026-04-30,URGENT CARE 9737,123.36,Healthcare
1482,2025-09-12,CHEGG STUDY 493618,75.52,Education
1483,2026-02-27,BURGER KING #72324,43.72,Food
1484,2025-11-27,CAMPUS BOOKSTORE 7661,794.43,Education
1485,2026-03-18,APPLE TV+ 2855445,39.41,Entertainment
1486,2026-02-05,COURSERA SUB 701041,380.99,Education
1487,2026-02-02,HEALTH INS PMT 48947,474.3,Healthcare
1488,2026-01-07,RECURRING CHG 82143,106.21,Ambiguous
1489,2025-09-14,PHYSICAL THERAPY 5743,57.1,Healthcare
1490,2025-11-09,RENT PMT SEP 8425,578.52,Housing
1491,2025-12-25,COX COMM 47229,168.78,Utilities
1492,2025-08-15,HEALTH INS PMT 20368,201.27,Healthcare
1493,2026-04-10,PANERA BREAD 2772,45.95,Food
1494,2025-10-05,HBO MAX 586850,48.51,Entertainment
1495,2025-06-11,CAMPUS BOOKSTORE 9835,55.29,Education
1496,2025-10-14,STARBUCKS STORE 1862,12.71,Food
1497,2026-02-20,MASTERCLASS SUB,590.95,Education
1498,2026-04-07,COX COMM 14448,122.77,Utilities
1499,2025-09-12,TRASH PICKUP 8164,204.95,Utilities
1500,2026-04-21,MISCELLANEOUS 5605,13.48,Ambiguous
1501,2025-09-13,QUEST DIAGNOSTICS 43275,58.77,Healthcare
1502,2025-07-29,COURSERA SUB 796114,647.41,Education
1503,2025-07-09,UBER TRIP 3125,123.13,Transport
1504,2025-07-07,TWITCH.TV SUB 15542,9.02,Entertainment
1505,2026-01-14,AMAZON MKTPLACE 55125427,71.91,Shopping
1506,2025-06-01,GAS UTILITY 68761,31.51,Utilities
1507,2025-11-16,EXAM FEE 89113,48.68,Education
1508,2025-05-25,JUST EAT 035624,67.12,Food
1509,2025-05-30,AETNA COPAY 65627,226.38,Healthcare
1510,2026-03-10,LOWES #1191,1263.21,Housing
1511,2025-07-28,BEST BUY #8364,127.69,Shopping
1512,2025-06-29,APPLE.COM/BILL,49.87,Shopping
1513,2025-06-02,MASTERCLASS SUB,274.76,Education
1514,2025-11-25,GRUBHUB ORDER 437490,66.77,Food
1515,2025-11-26,HEALTH INS PMT 42297,348.64,Healthcare
1516,2026-03-11,HOME DEPOT #7882,397.18,Housing
1517,2025-06-26,CENTURYLINK 567164,192.63,Utilities
1518,2025-10-16,MENARDS #7657,1487.56,Housing
1519,2025-11-06,TWITCH.TV SUB 25459,23.89,Entertainment
1520,2026-02-17,COURSERA SUB 921963,31.5,Education
1521,2025-07-21,PEST CONTROL 4278,306.03,Housing
1522,2025-06-23,LOCAL BAKERY 006,7.54,Food
1523,2025-05-21,TWITCH.TV SUB 37583,21.84,Entertainment
1524,2025-12-14,AMAZON.COM*403553380,213.14,Shopping
1525,2025-10-16,PARKING METER 6853,79.66,Transport
1526,2025-12-11,TOLL PAYMENT 059329,89.02,Transport
1527,2025-09-11,GNC SUPPLEMENT 9330,290.02,Healthcare
1528,2026-04-28,STEAM GAMES 43326831,27.1,Entertainment
1529,2026-03-18,DUOLINGO PLUS,671.7,Education
1530,2025-05-28,MCDONALDS #43321,52.96,Food
1531,2025-06-28,EXAM FEE 43536,447.07,Education
1532,2025-10-26,TWITCH.TV SUB 52899,49.09,Entertainment
1533,2026-04-19,CODECADEMY PRO,401.5,Education
1534,2025-07-03,SPECTRUM 92676,182.62,Utilities
1535,2025-10-21,GRUBHUB ORDER 975679,41.09,Food
1536,2026-03-01,BEST BUY #3183,395.64,Shopping
1537,2025-05-19,QUEST DIAGNOSTICS 76226,174.14,Healthcare
1538,2025-08-16,SKILLSHARE PMT 86852,150.11,Education
1539,2026-01-05,SQ *55300730,280.94,Ambiguous
1540,2025-06-29,EXAM FEE 46263,393.64,Education
1541,2026-03-28,PARKRIGHT 31837,69.15,Transport
1542,2026-04-08,GRUBHUB ORDER 835030,79.21,Food
1543,2025-12-10,PEST CONTROL 5619,1448.71,Housing
1544,2025-06-01,AMC THEATRES #6158,21.36,Entertainment
1545,2026-01-17,EXXON #3158,46.0,Transport
1546,2026-04-07,EXAM FEE 02176,391.28,Education
1547,2025-12-13,SQ *64505730,62.19,Ambiguous
1548,2025-07-27,PRET A MANGER 100,70.61,Food
1549,2025-12-29,ELECTRIC BILL 60146,213.2,Utilities
1550,2025-12-06,STUDENT LOAN PMT 103266,158.85,Education
1551,2025-05-19,HEALTH INS PMT 54668,199.48,Healthcare
1552,2026-01-08,TWITCH.TV SUB 47226,27.27,Entertainment
1553,2025-12-07,DUOLINGO PLUS,599.65,Education
1554,2025-07-16,CHEVRON 7955,115.44,Transport
1555,2025-09-21,ETSY INC 4439284,273.29,Shopping
1556,2025-05-19,SKILLSHARE PMT 24376,732.23,Education
1557,2026-04-19,JUST EAT 100167,79.6,Food
1558,2026-04-18,ZARA 9051,229.87,Shopping
1559,2025-10-21,SPOTIFY 86874034,19.2,Entertainment
1560,2025-06-11,CITY MEDICAL CTR 3381,146.16,Healthcare
1561,2025-08-20,STUDY.COM 736785,523.53,Education
1562,2025-06-12,PROPERTY MGMT 3924,491.03,Housing
1563,2025-12-06,PEARSON EBOOK 615654,665.39,Education
1564,2025-10-20,FIVE GUYS 138,68.68,Food
1565,2026-01-21,ADIDAS #135785,48.11,Shopping
1566,2025-12-24,HOA FEE 6093,1987.16,Housing
1567,2025-08-06,DIRECTV 659608,147.81,Utilities
1568,2026-02-22,MISCELLANEOUS 1905,249.7,Ambiguous
1569,2025-07-07,SHERWIN WILLIAMS 1544,799.4,Housing
1570,2026-03-07,APARTMENT FEES 8316,1839.48,Housing
1571,2025-06-21,DUOLINGO PLUS,438.01,Education
1572,2025-07-09,BP FUEL 4893,80.09,Transport
1573,2025-12-27,COMCAST #01450,225.27,Utilities
1574,2025-09-02,STUBHUB #8721489,24.9,Entertainment
1575,2025-12-07,LOWES #1201,1262.75,Housing
1576,2025-11-10,IKEA 316117,470.2,Housing
1577,2025-11-15,CITY MEDICAL CTR 7782,176.41,Healthcare
1578,2025-11-01,XFINITY INTERNET,50.24,Utilities
1579,2025-10-02,STEAM GAMES 33700968,6.1,Entertainment
1580,2025-07-21,SHEIN ORDER 5250029,88.57,Shopping
1581,2025-12-03,EXXON #5585,146.46,Transport
1582,2026-02-10,EXAM FEE 09788,591.78,Education
1583,2025-07-07,KHAN ACADEMY,562.13,Education
1584,2026-04-17,GAS UTILITY 37274,48.16,Utilities
1585,2025-10-11,XFINITY INTERNET,145.1,Utilities
1586,2025-11-10,AMTRAK TKT 523124,80.41,Transport
1587,2025-12-14,SPECTRUM 77378,185.19,Utilities
1588,2026-01-16,PAYMENT 124244,325.19,Ambiguous
1589,2025-11-04,DOORDASH *ORDER 7766,43.42,Food
1590,2026-03-10,PLUMBER SVC 0772,1758.47,Housing
1591,2025-09-13,TACO BELL #73597,78.21,Food
1592,2025-07-15,BOOKING.COM 0564814,1545.99,Housing
1593,2025-08-29,QUEST DIAGNOSTICS 66909,216.65,Healthcare
1594,2026-04-28,WAYFAIR ORDER 6007676,410.77,Housing
1595,2025-06-16,SCHOOL SUPPLIES 6868,197.46,Education
1596,2025-10-28,DEBIT CARD 935435,159.96,Ambiguous
1597,2026-05-16,NINTENDO ESHOP 442947,30.36,Entertainment
1598,2026-04-16,APPLE TV+ 1277997,32.11,Entertainment
1599,2025-07-28,GOOGLE FI 621745,33.38,Utilities
1600,2025-11-13,UDEMY COURSE 2740334,775.57,Education
1601,2025-09-02,TESLA SUPERCHARGER 8299,102.99,Transport
1602,2026-03-13,WASTE MGMT 16016,171.03,Utilities
1603,2025-07-29,URGENT CARE 5725,297.1,Healthcare
1604,2026-03-04,DISNEY+ 8720506,7.23,Entertainment
1605,2026-02-11,HBO MAX 632666,38.89,Entertainment
1606,2025-10-01,RECURRING CHG 78524,244.75,Ambiguous
1607,2026-04-11,CHEVRON 8578,80.22,Transport
1608,2026-02-01,SCHOOL SUPPLIES 5899,99.8,Education
1609,2025-05-26,ADIDAS #203571,254.38,Shopping
1610,2025-09-10,BURGER KING #074,16.15,Food
1611,2025-09-26,DIRECTV 547574,195.55,Utilities
1612,2026-04-05,YOUTUBE PREMIUM,46.79,Entertainment
1613,2026-03-30,PHYSICAL THERAPY 8069,460.98,Healthcare
1614,2025-07-28,STUDY.COM 790833,309.3,Education
1615,2026-01-27,SUNOCO #1684,134.3,Transport
1616,2025-11-16,BOOKING.COM 4152064,458.68,Housing
1617,2025-07-26,PANERA BREAD 4728,32.06,Food
1618,2026-01-24,PLUMBER SVC 0758,1041.93,Housing
1619,2026-02-24,PEST CONTROL 6562,536.42,Housing
1620,2025-10-05,NIKE.COM 93689980,153.35,Shopping
1621,2026-04-18,T-MOBILE 776719,77.71,Utilities
1622,2025-07-02,RENT PMT NOV 6691,498.44,Housing
1623,2025-11-08,BP FUEL 2436,98.34,Transport
1624,2025-12-24,STUDY.COM 744716,595.2,Education
1625,2025-07-08,CENTURYLINK 539885,71.34,Utilities
1626,2026-01-20,MASTERCLASS SUB,32.19,Education
1627,2025-08-04,VISION CENTER #418,220.48,Healthcare
1628,2025-10-24,CAMPUS BOOKSTORE 2341,771.33,Education
1629,2025-06-07,DISNEY+ 3032432,34.82,Entertainment
1630,2025-07-26,PIZZA HUT 7009,43.9,Food
1631,2025-12-11,KOHLS #5436,223.8,Shopping
1632,2026-03-22,AMTRAK TKT 261891,46.34,Transport
1633,2026-01-22,AMTRAK TKT 599805,64.01,Transport
1634,2025-11-23,T-MOBILE 957640,85.57,Utilities
1635,2025-07-15,QUEST DIAGNOSTICS 16682,180.66,Healthcare
1636,2025-09-13,DISNEY+ 8663227,37.44,Entertainment
1637,2025-10-12,MORTGAGE PMT 77695,1729.18,Housing
1638,2026-04-24,MENARDS #6850,458.87,Housing
1639,2026-01-01,CITY MEDICAL CTR 9050,105.74,Healthcare
1640,2026-05-06,TUTORING SVC 5775,604.85,Education
1641,2025-05-25,DR SMITH MD 6102,225.39,Healthcare
1642,2025-08-25,XFINITY INTERNET,89.6,Utilities
1643,2025-07-11,WENDYS #7705,57.03,Food
1644,2026-01-15,AMAZON MKTPLACE 71004090,238.4,Shopping
1645,2026-04-21,NORDSTROM #8877,199.6,Shopping
1646,2026-04-04,TOLL PAYMENT 625257,54.06,Transport
1647,2025-09-01,PEST CONTROL 4615,619.55,Housing
1648,2026-02-05,TRUE VALUE HW 225,593.11,Housing
1649,2025-10-25,DISNEY+ 2654696,22.44,Entertainment
1650,2025-08-27,IKEA 173109,1784.94,Housing
1651,2025-06-15,RENT PMT MAR 6064,1769.91,Housing
1652,2025-10-17,SPECTRUM 99045,239.89,Utilities
1653,2025-09-07,ONLINE PMT 0652775,250.73,Ambiguous
1654,2025-08-23,EXXON #9500,49.26,Transport
1655,2026-02-06,AMTRAK TKT 520089,86.35,Transport
1656,2025-06-15,TACO BELL #09282,13.34,Food
1657,2025-12-24,PP*458476094,408.39,Ambiguous
1658,2025-11-21,PLAYSTATION STORE,25.53,Entertainment
1659,2026-03-18,GREYHOUND BUS 74909,91.69,Transport
1660,2025-09-02,ETSY INC 4159597,300.0,Shopping
1661,2025-09-24,HERTZ #98373,142.28,Transport
1662,2026-03-18,DUNKIN #7524,74.26,Food
1663,2026-01-21,ESPN+ SUBSCRIPTION,26.51,Entertainment
1664,2025-12-29,BOOKING.COM 0493862,442.75,Housing
1665,2026-03-11,PEARSON EBOOK 471709,309.91,Education
1666,2025-05-27,GNC SUPPLEMENT 2166,377.61,Healthcare
1667,2026-02-10,RENT PMT JAN 0564,1938.12,Housing
1668,2026-02-03,YOUTUBE PREMIUM,35.79,Entertainment
1669,2026-01-17,QUEST DIAGNOSTICS 15454,346.94,Healthcare
1670,2025-12-17,ETSY INC 6777675,377.33,Shopping
1671,2025-08-22,DOMINOS PIZZA 467,65.69,Food
1672,2026-01-11,STUDENT LOAN PMT 403447,557.71,Education
1673,2026-01-03,LANDLORD TRANSFER 468723,1875.08,Housing
1674,2025-09-15,ONLINE PMT 6996733,58.16,Ambiguous
1675,2026-05-01,LOWES #3958,793.33,Housing
1676,2025-11-17,STUDENT LOAN PMT 987622,712.4,Education
1677,2025-12-28,SKILLSHARE PMT 39970,581.59,Education
1678,2026-01-23,VISION CENTER #504,128.62,Healthcare
1679,2025-10-06,URGENT CARE 6199,110.97,Healthcare
1680,2026-04-13,MINT MOBILE 01573,211.21,Utilities
1681,2026-03-15,PARKING METER 7840,104.31,Transport
1682,2026-02-19,AT&T BILL 497916,210.46,Utilities
1683,2025-11-07,RITE AID #2166,195.72,Healthcare
1684,2025-12-23,TACO BELL #108,50.81,Food
1685,2026-03-25,APPLE TV+ 5870207,8.21,Entertainment
1686,2026-01-03,VERIZON WIRELESS,227.97,Utilities
1687,2026-02-01,KINDLE STORE 406665,22.5,Entertainment
1688,2025-07-06,LOWES #8880,431.18,Housing
1689,2025-07-25,MARSHALLS #0826,49.21,Shopping
1690,2025-06-26,PROPERTY MGMT 4768,765.64,Housing
1691,2026-01-26,POS PURCHASE 03195,87.61,Ambiguous
1692,2025-07-04,HULU 2206815,14.93,Entertainment
1693,2025-08-12,CAMPUS BOOKSTORE 2395,749.46,Education
1694,2025-10-13,UNIQLO 4209,147.64,Shopping
1695,2025-11-09,SOLAR PANEL PMT 76024,236.57,Utilities
1696,2025-08-21,NINTENDO ESHOP 905504,14.44,Entertainment
1697,2025-12-12,AMBULANCE SVC 46799,441.87,Healthcare
1698,2025-12-29,NORDSTROM #2773,134.66,Shopping
1699,2025-11-13,SUNOCO #6670,101.58,Transport
1700,2026-04-15,TACO BELL #74801,42.12,Food
1701,2025-07-09,PLUMBER SVC 2566,1444.99,Housing
1702,2025-05-16,NETFLIX.COM,28.69,Entertainment
1703,2025-12-15,ACE HARDWARE 4597,376.94,Housing
1704,2026-03-12,SUBWAY #83735,19.11,Food
1705,2026-05-14,CVS PHARMACY #2025,175.32,Healthcare
1706,2025-05-21,EBAY PURCHASE 01061817,132.18,Shopping
1707,2026-04-10,CHECKCARD 943705,207.89,Ambiguous
1708,2025-10-17,PARKING METER 9147,119.74,Transport
1709,2026-03-31,CVS PHARMACY #3110,405.72,Healthcare
1710,2025-05-22,SOLAR PANEL PMT 55269,45.62,Utilities
1711,2026-01-11,STUDENT LOAN PMT 905696,35.91,Education
1712,2025-06-09,DR NGUYEN MD 7626,364.4,Healthcare
1713,2026-04-08,XFINITY INTERNET,169.54,Utilities
1714,2025-10-24,UBER EATS 79472,32.84,Food
1715,2025-10-26,COSTCO WHSE #6647,293.56,Shopping
1716,2025-09-16,NINTENDO ESHOP 246651,25.81,Entertainment
1717,2025-07-20,ESPN+ SUBSCRIPTION,21.16,Entertainment
1718,2025-10-02,EDX COURSE 887719,333.96,Education
1719,2025-08-14,APPLE TV+ 4102615,13.82,Entertainment
1720,2025-09-26,STEAM GAMES 01827279,14.82,Entertainment
1721,2026-04-06,EDX COURSE 093299,340.03,Education
1722,2025-09-19,TRUE VALUE HW 715,1864.7,Housing
1723,2026-04-18,ESPN+ SUBSCRIPTION,13.76,Entertainment
1724,2026-01-27,NINTENDO ESHOP 099613,21.3,Entertainment
1725,2025-10-08,H&M #5547,155.4,Shopping
1726,2025-12-05,EVENTBRITE 547935,19.14,Entertainment
1727,2026-01-01,METRO TRANSIT 59492,53.13,Transport
1728,2026-03-01,PLUMBER SVC 9275,570.68,Housing
1729,2025-10-05,VERIZON WIRELESS,240.61,Utilities
1730,2026-01-17,PEARSON EBOOK 773926,581.8,Education
1731,2026-02-22,BURGER KING #686,21.29,Food
1732,2025-06-19,DEBIT CARD 190924,87.48,Ambiguous
1733,2025-06-13,TOTAL GAS 4210,94.95,Transport
1734,2026-03-10,TICKETMASTER 29842579,32.04,Entertainment
1735,2026-01-31,ESPN+ SUBSCRIPTION,10.67,Entertainment
1736,2025-10-03,CHEVRON 7649,38.4,Transport
1737,2025-11-08,NIKE.COM 03446945,354.5,Shopping
1738,2025-12-15,LINKEDIN LRN 999386,455.3,Education
1739,2026-01-03,GREYHOUND BUS 21540,113.49,Transport
1740,2025-06-01,ACE HARDWARE 9178,734.68,Housing
1741,2025-07-05,MASTERCLASS SUB,768.88,Education
1742,2025-08-18,DUOLINGO PLUS,253.91,Education
1743,2025-07-23,DIRECTV 429543,222.17,Utilities
1744,2026-02-09,KINDLE STORE 881671,32.6,Entertainment
1745,2025-11-08,BURGER KING #40781,12.25,Food
1746,2025-10-14,NINTENDO ESHOP 208737,36.65,Entertainment
1747,2025-10-30,ONLINE PMT 5089177,176.73,Ambiguous
1748,2025-05-23,BP FUEL 8334,124.38,Transport
1749,2025-09-02,METRO TRANSIT 61386,103.19,Transport
1750,2025-11-14,PANERA BREAD 2280,71.07,Food
1751,2025-06-08,HEALTH INS PMT 84289,395.67,Healthcare
1752,2025-09-06,XBOX GAME PASS,37.69,Entertainment
1753,2026-02-27,AUDIBLE CHARGE,14.79,Entertainment
1754,2026-01-03,CHEGG STUDY 715910,563.24,Education
1755,2025-12-14,COX COMM 77219,180.63,Utilities
1756,2026-01-27,DISH NETWORK 12982,49.9,Utilities
1757,2026-04-07,KFC #6945,73.83,Food
1758,2025-10-26,BEST BUY #4195,172.34,Shopping
1759,2025-08-14,DOMINOS PIZZA 067,36.34,Food
1760,2026-01-25,EXXON #1024,88.5,Transport
1761,2025-10-27,ELECTRIC BILL 87964,138.07,Utilities
1762,2025-08-12,CAMPUS BOOKSTORE 7109,446.16,Education
1763,2025-06-10,NORDSTROM #7704,87.28,Shopping
1764,2025-06-19,KFC #0269,60.33,Food
1765,2025-07-15,AMAZON MKTPLACE 80919015,161.91,Shopping
1766,2026-01-03,SHEIN ORDER 9541072,57.95,Shopping
1767,2025-10-28,UDEMY COURSE 6641877,686.01,Education
1768,2026-03-22,HEALTH INS PMT 66395,317.11,Healthcare
1769,2025-06-12,PANERA BREAD 0851,72.58,Food
1770,2025-06-05,GRUBHUB ORDER 780686,78.51,Food
1771,2026-01-10,SHERWIN WILLIAMS 4982,891.03,Housing
1772,2025-07-07,KOHLS #8409,356.78,Shopping
1773,2025-09-20,PEARSON EBOOK 102786,526.66,Education
1774,2025-11-03,CVS PHARMACY #7216,273.34,Healthcare
1775,2025-07-27,MARSHALLS #3873,247.05,Shopping
1776,2026-03-15,EXXON #9576,135.18,Transport
1777,2025-07-12,SPECTRUM 52742,72.42,Utilities
1778,2025-09-12,LOCAL BAKERY 016,21.93,Food
1779,2026-03-14,FIVE GUYS 695,24.75,Food
1780,2025-07-31,UBER EATS 20863,32.3,Food
1781,2026-02-19,KINDLE STORE 848792,14.53,Entertainment
1782,2026-02-25,WALMART #6449,138.58,Shopping
1783,2025-06-21,ELECTRIC BILL 65804,219.28,Utilities
1784,2026-03-22,NATIONAL RAIL 638346,45.64,Transport
1785,2025-11-25,TARGET #2983,282.5,Shopping
1786,2026-04-29,STORAGE UNIT 2932,569.87,Housing
1787,2025-09-14,CAMPUS BOOKSTORE 7947,547.56,Education
1788,2026-03-14,TACO BELL #193,74.77,Food
1789,2026-01-29,GAS UTILITY 26199,157.77,Utilities
1790,2026-03-07,MENARDS #6482,501.23,Housing
1791,2025-11-04,DOMINOS PIZZA 116,16.66,Food
1792,2025-06-30,PARKING METER 5931,20.45,Transport
1793,2026-02-02,BOOKING.COM 2613750,1063.84,Housing
1794,2026-01-31,DEBIT CARD 850765,34.64,Ambiguous
1795,2026-01-12,WALGREENS #8593,407.2,Healthcare
1796,2025-09-16,TUTORING SVC 3950,376.64,Education
1797,2025-09-29,STARBUCKS STORE 2569,54.85,Food
1798,2026-04-28,URGENT CARE 5923,288.5,Healthcare
1799,2025-07-13,T-MOBILE 712748,79.43,Utilities
1800,2026-01-25,PEST CONTROL 4231,1683.58,Housing
1801,2025-09-26,MENTAL HLTH SVCS 6537,103.14,Healthcare
1802,2025-12-19,COMCAST #72872,38.59,Utilities
1803,2026-04-14,HOME DEPOT #0648,923.21,Housing
1804,2026-04-22,PIZZA HUT 1158,61.42,Food
1805,2026-04-22,RITE AID #8895,403.69,Healthcare
1806,2026-02-17,RITE AID #4596,499.42,Healthcare
1807,2026-01-26,ETSY INC 8774701,307.62,Shopping
1808,2026-01-21,HOA FEE 5326,1993.44,Housing
1809,2025-07-30,HOSPITAL BILL 711307,329.47,Healthcare
1810,2026-02-05,DIRECTV 416169,110.82,Utilities
1811,2026-01-13,LANDLORD TRANSFER 201859,463.28,Housing
1812,2026-03-19,ADIDAS #605673,22.22,Shopping
1813,2026-03-06,VERIZON WIRELESS,199.38,Utilities
1814,2025-06-17,STEAM GAMES 91825537,38.85,Entertainment
1815,2025-10-30,CHECKCARD 298493,317.6,Ambiguous
1816,2025-07-02,MORTGAGE PMT 82992,1344.53,Housing
1817,2025-12-19,SKILLSHARE PMT 20471,381.89,Education
1818,2025-06-23,PROPERTY MGMT 1437,1625.19,Housing
1819,2025-11-01,MENTAL HLTH SVCS 2287,239.5,Healthcare
1820,2025-08-29,MASTERCLASS SUB,500.6,Education
1821,2025-10-07,AUDIBLE CHARGE,40.95,Entertainment
1822,2026-01-03,SHEIN ORDER 0108220,324.01,Shopping
1823,2025-09-14,SKILLSHARE PMT 41036,625.41,Education
1824,2025-09-04,SUBWAY #890,7.23,Food
1825,2026-01-30,PANERA BREAD 5101,24.48,Food
1826,2026-04-19,LANDLORD TRANSFER 534749,300.91,Housing
1827,2025-08-24,MINT MOBILE 71576,113.84,Utilities
1828,2026-05-04,SPECTRUM 76212,213.86,Utilities
1829,2025-12-20,PP*917665122,30.24,Ambiguous
1830,2025-12-12,LYFT *RIDE 97413,57.22,Transport
1831,2025-10-11,WALMART #4225,224.5,Shopping
1832,2025-10-25,COURSERA SUB 626506,701.22,Education
1833,2026-01-16,AMAZON.COM*918158998,367.48,Shopping
1834,2025-07-11,HERTZ #00231,62.53,Transport
1835,2025-07-22,DUNKIN #3098,21.82,Food
1836,2026-04-05,MISCELLANEOUS 2753,301.07,Ambiguous
1837,2026-03-05,DUNKIN #9228,8.24,Food
1838,2026-02-10,H&M #4438,162.51,Shopping
1839,2025-09-16,COMCAST #18063,129.54,Utilities
1840,2026-01-21,HOSPITAL BILL 185948,413.35,Healthcare
1841,2026-04-18,STUBHUB #3403127,39.66,Entertainment
1842,2025-12-07,WAYFAIR ORDER 8000257,1324.19,Housing
1843,2025-08-04,HEALTH INS PMT 05554,252.62,Healthcare
